('2017-04-26 23:55:56', 'Market Commentary For Thursday Apr 27 $JPM $ORLY $BA $WTW $NFLX $IRBT $DECK
('2017-04-24 17:59:00', '.@jpmorgan @BNYMellon\nJohnson &amp; Johnson $JNJ faces 16900 #lawsuits re: XARELTOÂ® \nhttps://t.co/9zI57dQ7Gl\n$JPM $BK')
('2017-04-24 17:58:31', '$JPM just kiss the G.D. ring')
('2017-04-24 17:54:01', '$JPM:\n\nNeel Down:\n\nhttps://t.co/qsK2cr4oao')
('2017-04-24 17:52:41', 'RT @arnabch01: #AI #ML #BigData #HPC #fintech #roboadvisor to revolutionize #AssetManagement #banking $BLK $C $JPM $GS $WFC $MS $BK https:/â€_')
('2017-04-24 17:49:08', '$jpm just noticed i closed out entire position oh well  %50 is 50%')
('2017-04-24 17:46:50', '$JPM army strong')
('2017-04-24 17:45:48'," "".@jpmorgan @BNYMellon\nJohnson &amp; Johnson $JNJ faces 3100 #lawsuits re: Johnson'sÂ® Baby Powder \nhttps://t.co/9zI57dQ7Gl\n$JPM $BK"")"
('2017-04-24 17:44:04', '$BAC $C $GS $JPM Financials still ripping higher')
('2017-04-24 17:43:11', '.@jpmorgan @BNYMellon\nJohnson &amp; Johnson $JNJ faces 9400 #lawsuits re: PINNACLEÂ® Hips\nhttps://t.co/9zI57dQ7Gl\n$JPM $BK')
('2017-04-24 17:41:05', '.@jpmorgan @BNYMellon\nJohnson &amp; Johnson $JNJ faces 2000 #lawsuits RE: DePuy ASRâ„¢ Hips\nhttps://t.co/9zI57dQ7Gl\n$JPM $BK')
('2017-04-24 17:38:51', 'Neel Down https://t.co/w1JHfGYrnT $BCDRF $BAC $JPM')
('2017-04-24 17:38:26', 'Neel Down https://t.co/tUuLFFlLl0 $BCDRF $BAC $JPM')
('2017-04-24 17:38:26', 'Neel Down https://t.co/sjhwqc4fVJ $BCDRF $BAC $JPM')
('2017-04-24 17:38:10', '$jpm took another 50% off here for +50%')
('2017-04-24 17:37:22', '$JPM Dow up more than 200 points as French vote triggers relief rally https://t.co/sfgLVXXcq2')
('2017-04-24 17:36:50', 'RT @InvestorPlace: Bank of America Clears Key Hurdle Thanks to French Elections $BAC $C $JPM - https://t.co/DlYApksDm3')
('2017-04-24 17:35:34', '$JPM up ~4% after posting earnings beating expectations.. https://t.co/7AWebdFp3h #Trumponomics #socialmedia #nfl #nba #tcot #breaking #news')
('2017-04-24 17:35:15', 'Bank of America Clears Key Hurdle Thanks to French Elections $BAC $C $JPM - https://t.co/Rl4vdSpQBv')
('2017-04-24 17:33:34', '#JPMorganChase organ Chinese IT : Directorate Change. Read more: https://t.co/YqOdAFg0DI $JPM')
('2017-04-24 17:33:16', 'Bank of America Clears Key Hurdle Thanks to French Elections $BAC $C $JPM - https://t.co/DlYApksDm3')
('2017-04-24 17:29:21', 'RT @GreenStocks2016: HUGE Bullish move 50MA $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usd $gs $jpmâ€_')
('2017-04-24 17:29:00', 'RT @GreenStocks2016: HUGE Bullish move 50MA $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usd $gs $jpmâ€_')
('2017-04-24 17:28:30', 'RT @GreenStocks2016: HUGE Bullish move 50MA $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usd $gs $jpmâ€_')
('2017-04-24 17:28:25', 'HUGE Bullish move 50MA $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usd $gsâ€_ https://t.co/QXsTvVps7w')
('2017-04-24 17:23:43', 'anyone who had $JPM +4% on french elections raise your hand')
('2017-04-24 17:23:31', 'Midday top of range: $FCAU $GPS $HPE $INFN $MAS $QEP $SWN $WEN 100 $MPC 99 $AET $CIEN $JPM 98 $DB $HFC $HZNP $PAH $PM $PSX $TSO $UA 97')
('2017-04-24 17:22:31'," ""RT @YahooFinance: Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCS $GS $â€_"")"
('2017-04-24 17:20:17', '19 S&amp;P 500 Index #stocks are UP &gt; 3% today as this post-French-election rally decimates short sellers. $BAC $JPM $MS $GS #Banks lifting.')
('2017-04-24 17:13:51', 'RT @insidermonkey: 11 Most #Profitable #Companies In The Fortune 500\n$JNJ $BAC $XOM $GOOG $C $VZ $GILD $WFC $BRK.B $JPM $AAPL\nhttps://t.co/â€_')
('2017-04-24 17:13:50', 'RT @insidermonkey: 11 Most #Profitable #Companies In The Fortune 500\n$JNJ $BAC $XOM $GOOG $C $VZ $GILD $WFC $BRK.B $JPM $AAPL\nhttps://t.co/â€_')
('2017-04-24 17:01:14', '$JPM added to current position on the breakout from falling wedge')
('2017-04-24 17:01:05'," ""Today's million dollar PUT #options trade update:\n$MAR $STX $FB $DIS $JPM $NVDA $WYNN $NFLX $AMZN ...\nhttps://t.co/ORtVUPaBpX"")"
('2017-04-24 16:59:09', 'Very Positive Press Coverage Likely to Impact JPMorgan Chase &amp; Co. $JPM Stock Price https://t.co/QYLBhnFwNz')
('2017-04-24 16:58:41', '11 Most #Profitable #Companies In The Fortune 500\n$JNJ $BAC $XOM $GOOG $C $VZ $GILD $WFC $BRK.B $JPM $AAPL\nhttps://t.co/PqC4mQ6GRd')
('2017-04-24 16:58:21', '11 Most #Profitable #Companies In The Fortune 500\n$JNJ $BAC $XOM $GOOG $C $VZ $GILD $WFC $BRK.B $JPM $AAPL\nhttps://t.co/8dqIORR2Ll')
('2017-04-24 16:56:13'," ""RT @YahooFinance: Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCS $GS $â€_"")"
('2017-04-24 16:54:52', 'JPMorgan Chase &amp; Co. Sees Unusually Large Options Volume $JPM https://t.co/G53D9I4Xp2')
('2017-04-24 16:54:02', 'RT @Barchart: Vive le rally: Global markets soar after French election\n$BAC $JPM\nhttps://t.co/iDUxcHczTM via @Barchart')
('2017-04-24 16:49:33'," ""RT @YahooFinance: Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCS $GS $â€_"")"
('2017-04-24 16:49:00', 'Vive le rally: Global markets soar after French election\n$BAC $JPM\nhttps://t.co/iDUxcHczTM via @Barchart')
('2017-04-24 16:47:57', 'RT @harmongreg: Dragonfly Capital - The Ghost of JP Morgan â€“ Buy My Stock: Bonus Idea https://t.co/TkmeMJFcXd $JPM $SPY https://t.co/JJTbv9â€_')
('2017-04-24 16:47:56'," ""RT @YahooFinance: Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCS $GS $â€_"")"
('2017-04-24 16:47:36', 'RT @harmongreg: The Ghost of JP Morgan - Buy My Stock: Bonus Idea - Dragonfly Capital... https://t.co/VT4E5FoC15 $JPM $SPY')
('2017-04-24 16:47:26', 'RT @frbronfen: $JPM...ok\nDo you want implicit or explicit warranties ?\n#fanniegate https://t.co/XeaWoX9vA6')
('2017-04-24 16:44:40'," ""RT @YahooFinance: Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCS $GS $â€_"")"
('2017-04-24 16:39:27'," ""RT @YahooFinance: Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCS $GS $â€_"")"
('2017-04-24 16:37:43'," ""RT @YahooFinance: Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCS $GS $â€_"")"
('2017-04-24 16:36:32', '$JPM 19-May-17 92.5-100 Put Spread traded  800 times for $7.00 with the market at 6.80-8.35 https://t.co/uDv0AMOgzk https://t.co/LvGxRw2t2z')
('2017-04-24 16:36:02'," ""RT @YahooFinance: Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCS $GS $â€_"")"
('2017-04-24 16:35:44'," ""Financials across the board gapping through last week's highs $JPM $WAL $BAC $HTBK $XLF $KRE"")"
('2017-04-24 16:35:35'," ""RT @YahooFinance: Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCS $GS $â€_"")"
('2017-04-24 16:35:05', 'RT @frbronfen: $JPM...ok\nDo you want implicit or explicit warranties ?\n#fanniegate https://t.co/XeaWoX9vA6')
('2017-04-24 16:34:43'," ""Today's charts: European U.S. banks rally on French election results https://t.co/QdC1GGoO6b @SeanaNSmith $DB $BCSâ€_ https://t.co/iR2D9Zv2OS"")"
('2017-04-24 16:32:34', '$JPM...ok\nDo you want implicit or explicit warranties ?\n#fanniegate https://t.co/XeaWoX9vA6')
('2017-04-24 16:31:06', '$JPM 95 Calls SELLING Activity expiring on 21st Jul Vol 7290')
('2017-04-24 16:30:12', 'RT @KimbleCharting: $EFA stronger than banks for past 6-weeks testing key breakout level. $SPY $XLF $JPM $BAC https://t.co/SymkjQnebk')
('2017-04-24 16:27:09', 'Notable ETF Inflow Detected - $IVE $JPM $CSCO $C #etfs https://t.co/01TSONUDAy')
('2017-04-24 16:25:03'," ""$JPM it's all about the follow through tomorrow. @POTUS will bring the banks back down Wednesday. He kills momentum and is a failure. #maga"")"
('2017-04-24 16:24:13', 'RT @WallStJesus: $JPM REPEAT BULL SWEEPERS THROUGHOUT THE MORNING')
('2017-04-24 16:23:14', '4 Companies With Recent Dividend Increases: Review Using Dividend Safety Model - April 2017... https://t.co/9cRQJDAJec $CSCO $GD $JPM $RTN')
('2017-04-24 16:21:40', 'Retweeted Charles V Payne (@cvpayne):\n\nGlobalist Stocks Leading Rally \n$MS +4.4%\n$JPM +3.5%\n$GS +3.3%')
('2017-04-24 16:21:28', 'RT @cvpayne: Globalist Stocks Leading Rally \n$MS +4.4%\n$JPM +3.5%\n$GS +3.3%')
('2017-04-24 16:20:54', 'Goldman Sachs Banks Surge After French Election; Nasdaq At Record High: https://t.co/meeSuHxZBw $GS $JPM $CAT $VZâ€_ https://t.co/6BzlWYOTSA')
('2017-04-24 16:20:54', 'Goldman Sachs Banks Surge After French Election; Nasdaq At Record High: https://t.co/UtarJYfyfV $GS $JPM $CAT $VZâ€_ https://t.co/ydCh1Ioukj')
('2017-04-24 16:13:46', '$EFA stronger than banks for past 6-weeks testing key breakout level. $SPY $XLF $JPM $BAC https://t.co/SymkjQnebk')
('2017-04-24 16:12:51', '$JPM REPEAT BULL SWEEPERS THROUGHOUT THE MORNING')
('2017-04-24 16:11:11', '$jpm sold 1/4 here 87.70 for +50%')
('2017-04-24 16:08:53', 'Banks all up 3+ % .  Financial rally on French elections. Vive La France. @NotaBubble @yusschr @7wtc $MS $BAC $JPM $C')
('2017-04-24 16:04:38', 'James S. Crown Acquires 11500 Shares of JPMorgan Chase &amp; Co. $JPM Stock https://t.co/pyBxFnkR4o')
('2017-04-24 16:04:37', 'James S. Crown Acquires 11500 Shares of JPMorgan Chase &amp; Co. $JPM Stock https://t.co/Z2MriWogti')
('2017-04-24 16:01:17'," 'Everyone that wanted to ""wait for the pullback"" in Banks now have their reversal signal $JPM $XLF $KRE')"
('2017-04-24 15:59:07', '#JPMorganChase organ just announced a big shakeup in its trading business. Read more: https://t.co/r9aUIxsghE $JPM')
('2017-04-24 15:52:06', '$JPM $GS:\n\nDow Jones Industrial Average Booms; Nasdaq Hits Record:\n\nhttps://t.co/TLgtFvPEGp')
('2017-04-24 15:52:06', '$MTW $DE $JPM $TEX $CAT:\n\nCaterpillarâ€™s Sales Slump Ends; Stock Nears Buy Point Before Earnings:\n\nhttps://t.co/ChgEQGaFFO')
('2017-04-24 15:51:54', 'U.S. banks set for big day amid European rally; BofA downgraded https://t.co/MdcjNFWlHM $BAC $GS $C $JPM')
('2017-04-24 15:50:47', '11 Most #Profitable #Companies In America in 2017\n$WMT $MO $C $JNJ $MSFT $BAC $GOOGL $WFC $BRK.A $JPM $AAPL\nhttps://t.co/ElFiKR3VOA')
('2017-04-24 15:50:31', 'Dow #Stocks Trend $MSFT $CAT $INTC $MRK $DD $BA $CSCO $AAPL $IBM $MCD $JPM $DIS $UNH $V $HD $TRV $MMM $AXP $GS  @ https://t.co/TvzJfd0RGT')
('2017-04-24 15:49:48', '11 Most #Profitable #Companies In America in 2017\n$WMT $MO $C $JNJ $MSFT $BAC $GOOGL $WFC $BRK.A $JPM $AAPL\nhttps://t.co/tjyjvdnXWp')
('2017-04-24 15:49:21', '$JPM US stocks follow global markets higher after French election https://t.co/0rxXMUOg5H')
('2017-04-24 15:33:04', '$C $BCS $BAC $WFC $JPM:\n\nU.S. European Banks Soar On French Vote As Yields Fed Rate Odds Jump:\n\nhttps://t.co/9U9tOkXQKJ')
('2017-04-24 15:32:44', 'RT @cvpayne: Globalist Stocks Leading Rally \n$MS +4.4%\n$JPM +3.5%\n$GS +3.3%')
('2017-04-24 15:31:30', 'Globalist Stocks Leading Rally \n$MS +4.4%\n$JPM +3.5%\n$GS +3.3%')
('2017-04-24 15:30:10', 'Long $BBVA great play #Venezuela heads 2 #Elections BBVA owns #1 Bank in Venezuela and $SAN better bet than $JPM $MS $GS $CS $BAC $BPOP')
('2017-04-24 15:27:26', 'Second loss with $JPM. Had to quickly close at the open. Weird PA now looking for longs.')
('2017-04-24 15:25:23'," ""Scalped $JPM 4/28 $87 Calls .59 to .86. My visual stop was the break of the 11:10 5-min. candle low and didn't like that Dow pull."")"
('2017-04-24 15:18:24', 'Barings LLC Has $18.467 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/j52eKn8Fvb')
('2017-04-24 15:17:22', 'CAMG Solamere Management LLC Acquires Shares of 22569 JPMorgan Chase &amp; Co. $JPM https://t.co/bBVwfWcak4')
('2017-04-24 15:07:47', 'Long $BBVA great play #Venezuela heads 2 #Elections BBVA owns #1 Bank in Venezuela and $SAN better bet than $JPM $MS $GS $CS $BAC $BPOP $BBT')
('2017-04-24 15:06:41', '$JPM May 89C pilling up')
('2017-04-24 15:02:11'," ""$GS+7 $JPM +3 $TRV +2 account for 96 points of the 204 the DOW is up. we have $CVX &amp; $XOM adding to DOW's total even with Oil down?"")"
('2017-04-24 15:01:14', 'RT @LaMonicaBuzz: Banks surging on French election news. $XLF ETF up 2.5%. $C $JPM $GS $MS $BAC up more than that. European banks even bettâ€_')
('2017-04-24 14:48:06', '3% Dividend Yield Is Great But What Else Do You Need? https://t.co/gcdXpeNVXA $CVX $GE $JNJ $JPM $KO $MRK $MSFT $ORC $PFE $PG $RSO $S $T')
('2017-04-24 14:47:43', 'RT @jpmorgan: Latest $JPM Insights: How to keep treasury agile in an evolving market landscape.  https://t.co/9H7P9xs7Ys')
('2017-04-24 14:46:48', '3% Dividend Yield Is Great But What Else Do You Need? https://t.co/xPC1mc5wVr $CVX $GE $JNJ $JPM $KO $MRK $MSFT $ORC $PFE $PG $RSO $S $T')
('2017-04-24 14:46:48', '3% Dividend Yield Is Great But What Else Do You Need? https://t.co/fEcgCUjamB $CVX $GE $JNJ $JPM $KO $MRK $MSFT $ORC $PFE $PG $RSO $S $T')
('2017-04-24 14:43:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/gYG7C0Hd2D')
('2017-04-24 14:35:03', '$WFC bleeding.. question is if it will take the rest of the banks down with it or stay in a vacuum $JPM 87.08 key fib')
('2017-04-24 14:35:01', 'RT @jpmorgan: Latest $JPM Insights: How to keep treasury agile in an evolving market landscape.  https://t.co/9H7P9xs7Ys')
('2017-04-24 14:34:40', 'Latest $JPM Insights: How to keep treasury agile in an evolving market landscape.  https://t.co/9H7P9xs7Ys')
('2017-04-24 14:31:16', 'RT @LaMonicaBuzz: Banks surging on French election news. $XLF ETF up 2.5%. $C $JPM $GS $MS $BAC up more than that. European banks even bettâ€_')
('2017-04-24 14:30:01', '$JPM: 3mRunaway+:3 [+3%.2%offHi] AtPivR4 tf:0111111; TLM:0.8; ILM:0.8 phGap[+1.0%ret:0.4%] 1WkHi+ DyVol:6.87M:0.3x:0.3x')
('2017-04-24 14:23:08', '$jpm if 87 hold is .38 fib retrace MM to 88.40 ish happens to be the 50 dma just saying')
('2017-04-24 14:21:28', 'First Commonwealth Financial Corp PA Has $1.917 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/GmVQxqfbxj')
('2017-04-24 14:20:19', 'RT @LaMonicaBuzz: Banks surging on French election news. $XLF ETF up 2.5%. $C $JPM $GS $MS $BAC up more than that. European banks even bettâ€_')
('2017-04-24 14:19:18', 'RT @LaMonicaBuzz: Banks surging on French election news. $XLF ETF up 2.5%. $C $JPM $GS $MS $BAC up more than that. European banks even bettâ€_')
('2017-04-24 14:17:35', 'Banks Rock Higher on Macron Optimism - Dr. Fly $DB $BCS $AEG $VOYA $RBS $GS $JPM https://t.co/AkYAimfvbe')
('2017-04-24 14:17:18', 'RT @LaMonicaBuzz: Banks surging on French election news. $XLF ETF up 2.5%. $C $JPM $GS $MS $BAC up more than that. European banks even bettâ€_')
('2017-04-24 14:17:08', 'RT @LaMonicaBuzz: Banks surging on French election news. $XLF ETF up 2.5%. $C $JPM $GS $MS $BAC up more than that. European banks even bettâ€_')
('2017-04-24 14:15:27', 'Banks surging on French election news. $XLF ETF up 2.5%. $C $JPM $GS $MS $BAC up more than that. European banks even better. $DB up 10%!')
('2017-04-24 14:14:29', '$JPM at (3)61.8% and right shoulder here. https://t.co/6OBkCQDXp7')
('2017-04-24 14:07:08', '$jpm 87.32 is first R of any kind')
('2017-04-24 14:04:13', '$JPM trimmed down 87.11')
('2017-04-24 14:02:12', '$jpm streching target is 87.60 ish can go higher in coming days')
('2017-04-24 14:00:03', '$JPM #MoneyCenterBanks sector comp is now available https://t.co/S38q61s4OR')
('2017-04-24 13:44:51', '$jpm long some more calls')
('2017-04-24 13:44:01', 'Who are your favorites? I like the usuals $JPM $MTB $CFR also $NCBS does a nice job. I miss Michael Blodnick atâ€_ https://t.co/4uGPcgggu1')
('2017-04-24 13:40:03', '$JPM rallying')
('2017-04-24 13:36:56', '$GS = 230 this week. $BAC at $24.4. $JPM at $89.')
('2017-04-24 13:35:20', '$BAC $GS $JPM $C these are going to be up 5%+ this week considering tax legislation to be revealed on Wednesday...')
('2017-04-24 13:30:37', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Bowling Portfolio Management LLC https://t.co/zddX4pI2h9')
('2017-04-24 13:28:04', '$JPM $BAC:\n\nWhen Will Fannie And Freddie Get Labeled As SIFIs?:\n\nhttps://t.co/GjMAeTRzRz')
('2017-04-24 13:20:51', '$GS $MS $JPM chart https://t.co/hlF1qQPCVl')
('2017-04-24 13:16:53'," ""RT @KamakuraCo: They're back: Six too big to fail banks dominate KRIS most heavily traded issuer rankings $BAC $JPM $C $GS $WFC $MS Some thâ€_"")"
('2017-04-24 13:15:28', 'Futures Surge Behind French Election - https://t.co/NeCPvQNNod\n$SPY $DIA $QQQ $USO $HAL $KMB $JPM $WFC #stocks #earnings #StockMarket #CNBC')
('2017-04-24 13:10:22', 'RT @HughJRobbins: $BAC $GS $C $JPM and $MS are all up 2% or more in premarket action. #stocks #investing #tradeideas #trading')
('2017-04-24 13:09:16', '$GS $JPM $MS  chart https://t.co/yRXxuqdSbj')
('2017-04-24 13:09:03', '$GS $JPM $C $BAC $DB $WFC Bank stocks are ripping higher following the French election: https://t.co/bwBbKfFtQi #frenchelection #StockMarket')
('2017-04-24 13:05:08', 'RT @ShannanSiemens: Dow set for big gains at the open. \n\nPre-mkt led by $JPM &amp; $GS.\n\n@SquawkStreet is live in 15 with @carlquintanilla @jimâ€_')
('2017-04-24 13:04:12', 'RT @ShannanSiemens: Dow set for big gains at the open. \n\nPre-mkt led by $JPM &amp; $GS.\n\n@SquawkStreet is live in 15 with @carlquintanilla @jimâ€_')
('2017-04-24 13:02:11', 'RT @sonycomeback: $SNE #SONY PT $100 https://t.co/Uo58VyKWyn $JPM $MS $GS $BAC $WFC $SAN $RBC $DB $BNS $TD $RJF $EVR $BBVA $LUK $BBT $CS $Aâ€_')
('2017-04-24 13:00:28', 'U.S. banks set for big day amid European rally; BofA downgraded $BAC $GS $C $JPM $MS $KBE $KRE $XLF https://t.co/wsFKBL5L4L')
('2017-04-24 12:56:29', 'RT @ShannanSiemens: Dow set for big gains at the open. \n\nPre-mkt led by $JPM &amp; $GS.\n\n@SquawkStreet is live in 15 with @carlquintanilla @jimâ€_')
('2017-04-24 12:54:42', 'JPM Top news - Apr 24th 2017 $JPM http://https://t.co/SNZhVYOFpZ')
('2017-04-24 12:51:54', 'RT @ShannanSiemens: Dow set for big gains at the open. \n\nPre-mkt led by $JPM &amp; $GS.\n\n@SquawkStreet is live in 15 with @carlquintanilla @jimâ€_')
('2017-04-24 12:45:54', 'Dow set for big gains at the open. \n\nPre-mkt led by $JPM &amp; $GS.\n\n@SquawkStreet is live in 15 with @carlquintanillaâ€_ https://t.co/UWQM4pXWHW')
('2017-04-24 12:41:33', 'Looking at a strong day for $JPM on the back of the French election LOVE IT! #StockMarket #Frenchelections')
('2017-04-24 12:40:01', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Bowling Portfolio Management LLC https://t.co/bVPtLEc0fF')
('2017-04-24 12:34:58', 'U.S. banks set for big day amid European rally; BofA downgraded https://t.co/JdAk0sNghI $BAC $GS $C $JPM $MS $KBE $KRE $XLF')
('2017-04-24 12:34:37', 'RT @MarketCurrents: U.S. banks set for big day amid European rally; BofA downgraded https://t.co/ghlsnY5MIr #premarket $BAC $GS $C $JPM')
('2017-04-24 12:30:11', '$BAC $GS $C $JPM and $MS are all up 2% or more in premarket action. #stocks #investing #tradeideas #trading')
('2017-04-24 12:24:43', 'James S. Crown Acquires 11500 Shares of JPMorgan Chase &amp; Co. $JPM Stock https://t.co/SAKqe5qeZ9')
('2017-04-24 12:24:04', '$BAC $GS $C $JPM $MS:\n\nU.S. banks set for big day amid European rally; BofA downgraded:\n\nhttps://t.co/jZS4f3wl16')
('2017-04-24 12:22:09', 'RT @sonycomeback: $SNE #SONY PT $100 https://t.co/Uo58VyKWyn $JPM $MS $GS $BAC $WFC $SAN $RBC $DB $BNS $TD $RJF $EVR $BBVA $LUK $BBT $CS $Aâ€_')
('2017-04-24 12:21:26', 'U.S. banks set for big day amid European rally; BofA downgraded https://t.co/yJxzn01YtG #premarket $BAC $GS $C $JPM')
('2017-04-24 12:21:25', 'U.S. banks set for big day amid European rally; BofA downgraded https://t.co/ghlsnY5MIr #premarket $BAC $GS $C $JPM')
('2017-04-24 11:59:57', '$GS This apparently wants to go to fill that higher gap. Chart recently posted. https://t.co/VHF7MqmtZb\n\n$XLF $FAS $MS $BAC $JPM  #trading')
('2017-04-24 11:55:35', 'Gratus Capital LLC Sells 996 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/gOfaBed06Z')
('2017-04-24 11:53:36', '#JPMorganChase MOVES-JP Morgan hires Mallgrave as part of cash equities push. Read more: https://t.co/cV49NG55SM $JPM')
('2017-04-24 11:51:13', '$GS $JPM and $V are adding over 60pts to the DOW.in early trading')
('2017-04-24 11:45:36', 'RT @TradingWTTrend: Short Stock Picks for April 24 2017\n\nhttps://t.co/Fy0TcG6V4f\n\n$CBS $CELG $IBM $JPM $LYB $MAT $UA $VIAB $VZ $WDC')
('2017-04-24 11:41:02', 'RT @TradingWTTrend: Short Stock Picks for April 24 2017\n\nhttps://t.co/Fy0TcG6V4f\n\n$CBS $CELG $IBM $JPM $LYB $MAT $UA $VIAB $VZ $WDC')
('2017-04-24 11:40:57', 'Dragonfly Capital - The Ghost of JP Morgan â€“ Buy My Stock: Bonus Idea https://t.co/TkmeMJFcXd $JPM $SPY https://t.co/JJTbv9ITZ4')
('2017-04-24 11:30:19', 'The Ghost of JP Morgan - Buy My Stock: Bonus Idea - Dragonfly Capital... https://t.co/VT4E5FoC15 $JPM $SPY')
('2017-04-24 11:01:30', 'US banks led by Goldman gain in #Russia capital markets revival | bne IntelliNews https://t.co/PZJjC9LG9u $GS $JPM in Russia. Call Maddow.')
('2017-04-24 10:58:45', 'The 7 Lessons Of Insider Transactions $JPM $GNC https://t.co/o0XZW06Lyg')
('2017-04-24 10:31:07'," ""They're back: Six too big to fail banks dominate KRIS most heavily traded issuer rankings $BAC $JPM $C $GS $WFC $MSâ€_ https://t.co/pAHRqOUfHn"")"
('2017-04-24 10:07:07', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/5DaTBeLWUu')
('2017-04-24 10:07:07', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/2WWf0su35d')
('2017-04-24 10:06:25', 'Barings LLC Has $18.467 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/0VGi1RjGzS')
('2017-04-24 10:06:22', 'Sandhill Capital Partners LLC Has $24 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/HOicsiz4u2')
('2017-04-24 10:03:18', 'Barings LLC Has $18.467 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/pxCpnvrZdu')
('2017-04-24 10:03:18', 'RT @DozenStocks: Weekly Dow #Stocks Trend $DD $MSFT $CAT $INTC $MRK $BA $CSCO $AAPL $IBM $JPM $MCD $UNH $DIS $V $HD $TRV $AXP  @ https://t.â€_')
('2017-04-24 10:03:17', 'Barings LLC Has $18.467 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/Bkp0svUdum')
('2017-04-24 10:02:03', 'First Commonwealth Financial Corp PA Has $1.917 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/1OSFvQAG4M')
('2017-04-24 10:02:03', 'First Commonwealth Financial Corp PA Has $1.917 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/nrDYiQhx6T')
('2017-04-24 10:01:09', 'Weekly S&amp;P100 #Stocks Performance $DOW $DD $FDX $BA $MSFT $CAT $TXN $FOXA $FB $IBM $JPM $GD $PCLN $USB  more@ https://t.co/cKkr8csQUU')
('2017-04-24 10:00:55', 'Barings LLC Has $18.467 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/BCKqjTwJ5q #stocks')
('2017-04-24 10:00:53', 'Weekly Dow #Stocks Trend $DD $MSFT $CAT $INTC $MRK $BA $CSCO $AAPL $IBM $JPM $MCD $UNH $DIS $V $HD $TRV $AXP  @ https://t.co/TvzJfd0RGT')
('2017-04-24 09:40:27'," ""#Trump is definitely not the only engine behind $JPM 's rising stock https://t.co/uVRIlhJ4T9 #jpmorgan https://t.co/dlKFfQN2Io"")"
('2017-04-24 08:31:11', '$BAC ROE has improved to 6% but is still below peers $JPM $WFC $USB #stocks #banking #Finance https://t.co/e6vhOMSKBP')
('2017-04-24 08:13:25', 'The 7 Lessons Of Insider Trading https://t.co/N1OsMOta05 $GNC $JPM')
('2017-04-24 08:09:07', 'The 7 Lessons Of Insider Trading https://t.co/mGv8eIW3BN $GNC $JPM')
('2017-04-24 07:39:02', '$JPM price chart compared to book value per share #stocks #valueinvesting #jpmorgan https://t.co/WFyOe4giBU')
('2017-04-24 07:38:38', '$JPM See what others are saying! Subscribe to this YouTube Channel for more info on: $NLNK $VZ $JCP\n\nGo Here:  https://t.co/oVhhhPwNIl')
('2017-04-24 07:38:06', 'JPMorgan Chase &amp; Co. $JPM Rating Increased to Strong-Buy at Vetr Inc. https://t.co/4UZuyghbC9')
('2017-04-24 07:33:49', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/fQaZLmVHWv')
