('2017-04-19 15:59:08'," ""$NFLX below last week's low"")"
('2017-04-18 19:04:07', '@vxx46  yes $NFLX  5m VZBOXER performed well today\nSell signal at 1135ET  Buy signal at 1335ET and in both\ninst‰Û_ https://t.co/0hc3A8hPih')
('2017-04-18 19:02:59', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 19:02:29', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 19:02:03', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 19:00:35', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 19:00:11', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 19:00:08', 'https://t.co/si34M9SXsE // Apr 17 2017 - NFLX Earnings &amp; Facebook Rallies // $NFLX #trading #investing #stocks https://t.co/XMpeokBvbo')
('2017-04-18 19:00:08', '$NFLX Q1: 1.42M new US subs 3.53M international 98.75M global subs; $2.64B revenue; still trading at 330x earnings https://t.co/m0DzZg6hIe')
('2017-04-18 19:00:02', 'Netflix Breaks 100 M Global Subscribers (w/ a Little Help From DVD Mailers) https://t.co/6aiIQg73aB @themotleyfool #stocks $NFLX #investing')
('2017-04-18 18:58:50', 'RT @AngelfireUSA: I still like $NFLX even with the sub miss. The real scary part is when they mention Sandler. I made it 20 minutes into pi‰Û_')
('2017-04-18 18:58:15', 'Are your @netflix viewing habits leaving you at a higher risk of obesity and depression? $NFLX https://t.co/d1vlUfebw7')
('2017-04-18 18:58:05', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:57:55', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:57:41', 'Dow Falls On Goldman Miss; Netflix Disappoints; Dycom Breaks Out https://t.co/X4gWNc8bOQ  $GS $JNJ $KO $NFLX $DY $SPY $DIA $IWM $SPX $STUDY')
('2017-04-18 18:57:25', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:57:13', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:55:46', '@DavidSeaburg your call on $NFLX last week was _ÙÕ©')
('2017-04-18 18:55:36', 'Buy Sell Or Hold Netflix? https://t.co/O24koFTEvp $NFLX')
('2017-04-18 18:55:33', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:55:28', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:55:28', '$NFLX has increased their R&amp;D spending 14-fold since 2007 now accounts for 10% of revenue #stocks #netflix‰Û_ https://t.co/8GsDLPEhxT')
('2017-04-18 18:53:50', '@VictorZubarev  $NFLX')
('2017-04-18 18:52:55', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:52:28', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:52:16', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:51:42'," ""RT @dvandenbord: #StockNerds video\n\nIs Monday's bounce a reason to buy?\n\n$SPX $QQQ $NFLX $BABA $IWM $DIA\n\nhttps://t.co/lAcUpgD12f\n\n@TJReazo‰Û_"")"
('2017-04-18 18:51:19', 'Investors piling into firms that can show revenue growth: $AAPL $AMZN $NFLX contributed 33% to the S&amp;P move so far https://t.co/phFPr4pxug')
('2017-04-18 18:51:03', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:50:21', '$NFLX down 3% looking good')
('2017-04-18 18:50:00', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:49:47', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:49:43', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:49:39', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:48:49', 'RT @DayTradersGroup: $AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX $GS‰Û_')
('2017-04-18 18:48:19', '$DRYS Gamblers gonna gamble $QQQ $SPY $DIA $DJIA $NFLX $AMZN #pennystocks #stocks #stockmarket #stocktrading #daytrader #daytrading #finance')
('2017-04-18 18:45:22'," ""At 3:20 ET I'm back on @Cheddar to discuss $FB $NFLX $SNAP &amp; whatever else @KristenScholer @korihale @jonsteinberg throw at me #CheddarLIVE"")"
('2017-04-18 18:43:03', '$NFLX $GOOGL $FB $AMZN:\n\n5 Key Take-Aways From Netflix‰Ûªs Landmark Moment:\n\nhttps://t.co/Vm1E0T8BZL')
('2017-04-18 18:41:06', '$SPX $NFLX $TSLA To whoever bought at 2400 January 2016 vs March 2017....#tradingpsychology #trading #advisors https://t.co/Xtbx1UCqTY')
('2017-04-18 18:38:41', '$AMD call options.50 from #timestamped buy alert @ .35 - noteworthy options vol in: $IWM $BAC $SPY $FB $FXI $NFLX‰Û_ https://t.co/9ZnatsteOO')
('2017-04-18 18:36:23', '$NFLX https://t.co/QFvczyJGe6')
('2017-04-18 18:33:39'," ""Benzinga: The Sell-Side Responds To Netflix's Q1 Earnings https://t.co/WHA7P64syA $NFLX"")"
('2017-04-18 18:32:50', 'Web Stock buzz: $BAC $JNJ $C $MNGA $NFLX (02:32 pm) #stocks #finance #stockmarket #StockPicks')
('2017-04-18 18:30:41', '@SantaCruzTrader my short of $nflx has proved to be a good move.')
('2017-04-18 18:30:22', 'Top Stock searches on message boards and Twitter: $USO $AAPL $SPY $CNCG $NFLX (02:30 pm) #stocks #finance #stockmarket #StockPicks')
('2017-04-18 18:30:01'," ""The Sell-Side Responds To Netflix's Q1 Earnings https://t.co/8pgXXXr2du $NFLX"")"
('2017-04-18 18:29:48', 'RT @CNBC: EARNINGS: Netflix reports lower-than-expected net subscriber additions while beating EPS estimates; $NFLX down 3.7%  https://t.co‰Û_')
('2017-04-18 18:26:37'," ""RT @TheBubbleBubble: Netflix will burn $2 billion in 2017 and negative free cash flow will continue 'for many years': https://t.co/kUiPgLp‰Û_"")"
('2017-04-18 18:26:23', 'RT @ReutersBiz: JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 18:21:58', '@Stalingrad_Poor Tape looks pretty solid on $nflx today all things considered. Looks like a buying opp')
('2017-04-18 18:21:01', 'RT @BaggerDon: $NFLX
('2017-04-18 18:19:32'," ""RT @ATLCLOUD: How  many of y'all have $NFLX an don't even watch it? _ÙªÜ Record open is on its way."")"
('2017-04-18 18:19:01', '$NFLX:\n\nThe Sell-Side Responds To Netflix‰Ûªs Q1 Earnings:\n\nhttps://t.co/QF0X8MkSFf')
('2017-04-18 18:16:20', 'Currently long:\n\n$AMD $MU $FB $ILG $NFLX $USO\n\nLooking to trim losers add to winners')
('2017-04-18 18:15:53', 'Answer 2 a DM Q: Yes out of $NFLX since Fibo ratios target = only an approximation https://t.co/KIXy6OnFqs')
('2017-04-18 18:14:37', 'RT @RightWingMeanie: @chelseahandler This is the entertainment that @Netflix is counting on or growth ? Short that mother right now !! $NFL‰Û_')
('2017-04-18 18:12:28', 'RT @MadelinePBerg: 2 takeaways from $NFLX: Its biggest competition is sleep + half a billion hours of Adam Sandler have been streamed https‰Û_')
('2017-04-18 18:09:16'," ""What the heck will ever seperate Netflix $NFLX business from Pandora's $P or Spotify's https://t.co/cVkKjUW61S"")"
('2017-04-18 18:09:00', 'I sold my $NFLX 144 call at 2.24 from 2.00 cool')
('2017-04-18 18:08:55', 'RT @SharePlanner: Get free access to my trading resources library #stocks #trading $AAPL $NFLX $TSLA $GOOGL  https://t.co/ip995RHaSC https:‰Û_')
('2017-04-18 18:07:56', '$NFLX dead cat bounce uptrend break https://t.co/cm24Da1oND')
('2017-04-18 18:07:13', 'Crazy to think $NFLX is nearing 100m subscribers today &amp; people still blabber about lack of scalability/profitabili‰Û_ https://t.co/9Kq1ywH3l8')
('2017-04-18 18:07:03', 'RT @SharePlanner: $NFLX all over the place since earnings were released.')
('2017-04-18 18:06:28'," ""$NFLX five min chart doesn't look like computers trading or anything does it lol"")"
('2017-04-18 18:06:04', '$NFLX wow what a fader. Likely to continue lower.')
('2017-04-18 18:05:53', 'RT @racernic: $SPY $NFLX $AAPL and what ever else you want to chat abt. come join us. tons of fun https://t.co/OCAbVFBkfm')
('2017-04-18 18:04:33', '$CYTK $NFLX performance clues here: https://t.co/skhCg3iFg1')
('2017-04-18 18:04:25', 'RT @WKRBNews: Netflix Inc. $NFLX Sees Unusually-High Trading Volume Following Earnings Beat https://t.co/lFDz6cx5TN')
('2017-04-18 18:04:20', 'RT @MadelinePBerg: 2 takeaways from $NFLX: Its biggest competition is sleep + half a billion hours of Adam Sandler have been streamed https‰Û_')
('2017-04-18 18:04:05', '$NFLX:\n\nNetflix shares on track for worst day in five months:\n\nhttps://t.co/V9coy6sqQK')
('2017-04-18 18:03:13', 'I get the $NFLX fascination and the zeitgeist of why its been up past decade or so. But how will this company ever make _ÙÕ¡?? Any1 know??')
('2017-04-18 18:03:07', 'Commented on StockTwits: update: $NFLX hit short term target @ 143.4 = OUT! Ciao! https://t.co/cMgSdPjN9a https://t.co/d8OdT7muV9')
('2017-04-18 18:02:00', '2 takeaways from $NFLX: Its biggest competition is sleep + half a billion hours of Adam Sandler have been streamed‰Û_ https://t.co/gn3fOpW5LT')
('2017-04-18 18:01:39', '.@Netflix expects to cross the 100-million-subscriber mark in the second quarter. https://t.co/Ctfzg5XvXk $NFLX https://t.co/IzuhVQz54x')
('2017-04-18 18:00:29', '$NFLX performance clues here: https://t.co/ClgBQ4IQEh')
('2017-04-18 18:00:28', 'Netflix Inc. $NFLX Sees Unusually-High Trading Volume Following Earnings Beat https://t.co/tvzQd3eQjr')
('2017-04-18 17:59:50', 'uh oh\n\n$NFLX https://t.co/fArdVgANn4')
('2017-04-18 17:59:35'," ""Wedbush‰Ûªs @MichaelPachter Commented on Netflix $NFLX ahead of #Earnings on CNBC's @PowerLunch‰Û_ https://t.co/Xvi63CfKLY"")"
('2017-04-18 17:59:02', '$NFLX Rosenblatt Securities reiterates Neutral rating $155 PT https://t.co/wHReWH95Bm')
('2017-04-18 17:58:51'," ""RT @WallStJesus: _ÙÓ´TODAY'S ACTIVE FLOW &gt;&gt; $BAC $NFLX $AAPL $C $GS $AMZN $FB $X $FCX $JPM $KATE $F $AMD $NVDA $TSLA $BABA $BABA $JNJ $SNAP $G‰Û_"")"
('2017-04-18 17:58:32', '$NFLX vs. $BAC vs. $EBAY vs. $ETFC #StraddleBattle. There can be only one! Which will it be - let us know here https://t.co/BzdJ8UjFn3')
('2017-04-18 17:57:34'," ""$NFLX penalizing clients who use a #VPN.  We take our privacy seriously and don't want to rely on businesses to protect us."")"
('2017-04-18 17:56:10', 'RT @theflynews: On The Fly: Top stock stories at midday $GS $JNJ $NFLX $UNH $GNC $CAB $SNV $COF $CUDA $CAH $MDT https://t.co/0iQ5ibEjRb')
('2017-04-18 17:54:11', '4.18.17 Elliott Wave Updates For F.A.N.G. - $FB $AMZN $NFLX $GOOGL -  https://t.co/iNroO8mtra')
('2017-04-18 17:52:32', 'FREE Webinar Live Trading Screenshare for API $CL_F $SPY $ES_F $GC_F $DJIA $QQQ $NFLX $NQ  https://t.co/MZx2bpeFbh https://t.co/EaiRHm42mK')
('2017-04-18 17:52:30'," ""RT @WallStJesus: _ÙÓ´TODAY'S ACTIVE FLOW &gt;&gt; $BAC $NFLX $AAPL $C $GS $AMZN $FB $X $FCX $JPM $KATE $F $AMD $NVDA $TSLA $BABA $BABA $JNJ $SNAP $G‰Û_"")"
('2017-04-18 17:51:17', '$NFLX I am covering my $nflx short.. good luck')
('2017-04-18 17:51:02', 'Do you know that #WallStreet price for $NFLX is $151.64 https://t.co/wxmHH4hNKz')
('2017-04-18 17:50:47'," ""_ÙÓ´TODAY'S ACTIVE FLOW &gt;&gt; $BAC $NFLX $AAPL $C $GS $AMZN $FB $X $FCX $JPM $KATE $F $AMD $NVDA $TSLA $BABA $BABA $JNJ‰Û_ https://t.co/ApDSXMGolE"")"
('2017-04-18 17:49:42', 'Daily Returns Range profile from https://t.co/b2mTOgCub9 for $NFLX $GS $GNC $OCLR $JNJ https://t.co/oHau2U8Thl')
('2017-04-18 17:48:22', 'RT @FoxBusiness: 13 reasons why @Netflix will have to bounce back in 2Q #earnings $NFLX  https://t.co/GrXuCHahKH')
('2017-04-18 17:45:54', 'RT @YahooFinance: Netflix: Why our subscriber growth rates were disappointing @JPManga https://t.co/4QUxuAPTuK $NFLX https://t.co/WK00aG03mS')
('2017-04-18 17:43:34', '@miriamgottfried _ÙÔè_Ùè_ re: $NFLX because cash does matter. #notthesame #EBITDA as content acquisition is short durati‰Û_ https://t.co/WczOcyZY6v')
('2017-04-18 17:43:00', 'RT @WallStreeTopGun: That $NFLX should be at $125 or so...no excuse for weak growth to be rewarded when priced at these nose bleed levels.‰Û_')
('2017-04-18 17:42:38', 'RT @ReutersBiz: JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 17:42:34', 'Got one right in $NFLX for a change! https://t.co/RSSuRCNxcw')
('2017-04-18 17:41:57', '#Netflix $NFLX Price Pattern Coordinates Chart 1:34 pm\nTime Price 6DA Area 6/3\nNegative Events 1SMDX 2SMDX 3SMDX https://t.co/3Ia64pGMnv')
('2017-04-18 17:41:34', 'Credit Suisse: Maintains Neutral Rating on $NFLX  &amp; ups TP to $149 vs $144. Lowers FY17 revs &amp; adj EPS ests to $11.39B/$1.41 vs $11.61B/$1.7')
('2017-04-18 17:41:19', 'As of the end of December 2008 Netflix had 9.4 million subscribers $NFLX')
('2017-04-18 17:40:10', '$ES_F and $NQ_F short term targets hit recovered some earlier losses. $NFLX looking like a nice bounce candidate.')
('2017-04-18 17:40:02', 'RT @YahooFinance: Netflix: Why our subscriber growth rates were disappointing @JPManga https://t.co/4QUxuAPTuK $NFLX https://t.co/WK00aG03mS')
('2017-04-18 17:39:45', 'I bought $NFLX 144 call at 2.00 for 10 days')
('2017-04-18 17:39:36'," ""Netflix's Plan Doesn't Include Following Amazon Into Live Events https://t.co/ZFACKn2VTy $AMZN $NFLX https://t.co/UMnBCRjFa7"")"
('2017-04-18 17:39:28', 'RT @YahooFinance: Netflix: Why our subscriber growth rates were disappointing @JPManga https://t.co/4QUxuAPTuK $NFLX https://t.co/WK00aG03mS')
('2017-04-18 17:38:40', '13 Reasons Why Netflix Will Have to Bounce Back in Q2 https://t.co/Sf31RSXSBN $NFLX https://t.co/3wjGPWbP6G')
('2017-04-18 17:38:39'," ""Amazon's Content Budget Is Catching Up With Netflix's https://t.co/lM0pJrJkDe $AMZN $NFLX https://t.co/rESPtol1Mz"")"
('2017-04-18 17:38:26', '$NFLX _Ù_Ç $AMZN\n@amazon spent _ÙÕµ on #PPE vs\n@netflix spending _ÙÕµ on\n_ÙÒ_ #HouseofCards ‰ª´•üè‰ªÊ•üè‰ª_•üè‰ª£•üè\n\n_ÙÄè_ÙÕÂ #notthesame #EBITDA!!‰Û_ https://t.co/WfP36DIotV')
('2017-04-18 17:37:36', 'Netflix Inc. $NFLX Given Neutral Rating at Rosenblatt Securities https://t.co/QIokk4qXYk')
('2017-04-18 17:37:23', 'RT @WallStreeTopGun: That $NFLX should be at $125 or so...no excuse for weak growth to be rewarded when priced at these nose bleed levels.‰Û_')
('2017-04-18 17:36:40', 'NEW POST: They Focus on Red Lines; We Focus on BlackLine https://t.co/wA1P3oh9Su  $BL $IWM $NFLX $SPY $XLF')
('2017-04-18 17:36:40', 'If YouTube Were Its Own Company It Would The ___th Most Valuable In the World https://t.co/xSedP0dg4d $GOOG $GOOGL $YHOO $FB $NFLX')
('2017-04-18 17:36:39', 'Shows the insane numbers of the digital economy. #humans‰ù_Sandler $nflx https://t.co/AFbiYDj1PK')
('2017-04-18 17:36:38', 'RT @ReutersBiz: JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 17:36:38', 'RT @Osirustwits: $NFLX could have sold more &amp; closer to the money took the high IV trade low risk #Option #Trade #LowHangingFruit @Ascend_T‰Û_')
('2017-04-18 17:35:24', '$NFLX profits grew as content cost were lower than expected. Customer growth is slowing.')
('2017-04-18 17:35:03'," ""After Netflix's Mixed Q1 Earnings Should You Sell Your FANG Stocks?\n https://t.co/12E3WRIqLe $AMZN $NFLX $FB $GOOG https://t.co/lPJCHxVUwx"")"
('2017-04-18 17:34:14', 'YahooFinance: Netflix: Why our subscriber growth rates were disappointing JPManga https://t.co/jTAdglfx2A $NFLX https://t.co/wBjTcpTGb3')
('2017-04-18 17:34:09', 'RT @WallStreeTopGun: That $NFLX should be at $125 or so...no excuse for weak growth to be rewarded when priced at these nose bleed levels.‰Û_')
('2017-04-18 17:33:19', '$nflx support at $140ish...no reason to dip buy here.')
('2017-04-18 17:32:11', 'YahooFinance: Netflix: Why our subscriber growth rates were disappointing JPManga https://t.co/vvGGaHlYeG $NFLX ‰Û_ https://t.co/X2hlQoX0fp')
('2017-04-18 17:31:27'," ""Netflix's neutral rating reiterated at Rosenblatt Securities. $155.00 PT. https://t.co/rs0jedyerU $NFLX #NFLX"")"
('2017-04-18 17:31:12', 'RT @ReutersTech: JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 17:30:59', 'ReutersBiz: JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 17:30:28', '#TECH JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX #News #Technology ‰Û_')
('2017-04-18 17:30:22', 'Netflix: Why our subscriber growth rates were disappointing @JPManga https://t.co/4QUxuAPTuK $NFLX https://t.co/WK00aG03mS')
('2017-04-18 17:30:15', '$NFLX not worth it. https://t.co/fY3k0usp89')
('2017-04-18 17:29:46', '$NFLX down 3.5% today as investors digest earnings. #Netflix #stocks https://t.co/rW6l6GlRvF')
('2017-04-18 17:29:44', 'Netflix Inc. $NFLX Given Neutral Rating at Rosenblatt Securities https://t.co/JeaSJEPMuK')
('2017-04-18 17:29:30', '$NFLX Max Pain is 144.00 for maturity 04/21/2017. Prev Close = 147.25.  https://t.co/lEgRWXkWfU https://t.co/viMLHwjTN6')
('2017-04-18 17:28:54', 'Long $NFLX  A very thick support line here. A very good 1/4ly report beats e/p and revenue and looks at 2 billion subscribers. $SPY $TSLA')
('2017-04-18 17:28:22'," ""RT @TradeWithSuper: Benzinga: Credit Suisse's Take On Apple Services Business Potential M&amp;A Targets https://t.co/uSSZz768q3 $AAPL $DIS $NF‰Û_"")"
('2017-04-18 17:28:21'," ""RT @Benzinga: Credit Suisse's Take On Apple Services Business Potential M&amp;A Targets https://t.co/CrsCjWYdJS $AAPL $DIS $NFLX"")"
('2017-04-18 17:27:48', '$NFLX bouncing @ S3 https://t.co/VCU2Y98qr5')
('2017-04-18 17:27:00', 'RT @ReutersBiz: JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 17:26:29', 'RT @ReutersBiz: JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 17:26:20', 'Unusual put buying: $FEZ 14x average volume $RF 10x $NFLX 5x $FE 5x $HOG 5x $XBI 4x $OIH 3x $APA 3x ‰ Õ via https://t.co/bBGk6y5Wkt')
('2017-04-18 17:26:13', 'RT @ReutersBiz: JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 17:26:05', 'https://t.co/lVC0xK2tsO $NFLX Bulls about to get thier shyt pushed in ... HARD... #profitsmatter  $SPY  $QQQ  $DIA #STOCKS #CHARTS')
('2017-04-18 17:26:02', '$nflx will be painful for the kings who are on the margins')
('2017-04-18 17:25:48', '$NFLX #SharesDownPerc.: shares extend losses now down 3.5 percent #newssentiment https://t.co/TdgORB6TTh')
('2017-04-18 17:25:47', 'JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 17:25:47', 'JUST IN: Netflix shares extend losses now down 3.5 percent in afternoon trading following results on Monday $NFLX')
('2017-04-18 17:25:47', '#netflix $nflx shares down 3.8% now after earnings #trading #WallStreet https://t.co/286StgXwVL')
('2017-04-18 17:25:35'," 'To paraphrase Stranger Things ""Trends don\'t lie"" $NFLX')"
('2017-04-18 17:25:11', '$NFLX getting hit hard today. I had expressed my concerns pre-open. Now the name is testing support on huge volume.‰Û_ https://t.co/GTEvEqgkZQ')
('2017-04-18 17:24:40', '$NFLX -  At support 1.. #bull')
('2017-04-18 17:24:03', 'RT @Jamtrades: $NFLX yep you guessed it.. #deadflix')
('2017-04-18 17:23:32'," ""RT @Jamtrades: $NFLX Jim Chanos thinks it's worse than we think.. folks.. $135 can happen in days. Too much spending #learn"")"
('2017-04-18 17:23:20', 'RT @andreascseh: [2016] Rothschild Invests In #Venezuela ...Buy Very Very Low Sell Oil at $280 _Ù_Â You Go Watch $NFLX https://t.co/qXMHGvDJV6‰Û_')
('2017-04-18 17:23:14'," ""Benzinga: Credit Suisse's Take On Apple Services Business Potential M&amp;A Targets https://t.co/uSSZz768q3 $AAPL $DIS $NFLX"")"
('2017-04-18 17:22:49', '$NFLX look at this beta male cuck Reed Hastings.. spending share holders$ on BS programing that suxxxxx. negative r‰Û_ https://t.co/ExWCpcBzH0')
('2017-04-18 17:22:44'," ""$NFLX Jim Chanos thinks it's worse than we think.. folks.. $135 can happen in days. Too much spending #learn"")"
('2017-04-18 17:22:00', '@RedDogT3 $nflx last qtr gap up is 119 area and that is where 200 dma is. the stock can easily do 119 and STILL be bullish on charts :-(')
('2017-04-18 17:22:00'," ""Credit Suisse's Take On Apple Services Business Potential M&amp;A Targets https://t.co/CrsCjWYdJS $AAPL $DIS $NFLX"")"
('2017-04-18 17:22:00', 'NFLX $NFLX https://t.co/cg2DdvHeXw TV_TradingIdeas')
('2017-04-18 17:21:46', 'NFLX $NFLX https://t.co/1bLbMWvxih')
('2017-04-18 17:21:46', 'NFLX - $NFLX chart https://t.co/cwrcIE6D9g')
('2017-04-18 17:21:28', 'RT @Osirustwits: $NFLX could have sold more &amp; closer to the money took the high IV trade low risk #Option #Trade #LowHangingFruit @Ascend_T‰Û_')
('2017-04-18 17:21:07', '$NFLX is now broken.')
('2017-04-18 17:20:55', 'FUKK $NFLX ...  FUKK Reed Hastings #BoycottNetflix #dearwhitepeople....make the switch to #HULU $AMZN or @youtube s‰Û_ https://t.co/E5rUZckxvJ')
('2017-04-18 17:20:43', 'Unusual put buying: $FEZ 14x average volume $RF 10x $NFLX 5x $FE 5x $HOG 5x $XBI 4x $OIH 3x $APA 3x')
('2017-04-18 17:20:19', 'RT @stevebrownbiz: $DJI falling below 20500 with most stocks trading in the RED. $NFLX popped +2% before the BELL now down -2%. $UAL falli‰Û_')
('2017-04-18 17:19:21', 'Again not even close to an expert. But feel good on the head &amp; shoulders. Put options looking OK today. So far.  $nflx')
('2017-04-18 17:19:12', 'This is my quarterly $NFLX tweet about how the business does not scale. Oh and their accounting is a joke. Streaming is not profitable.')
('2017-04-18 17:18:51', '$NFLX yep you guessed it.. #deadflix')
('2017-04-18 17:18:47', 'Benzinga: 4 Major Keys For Netflix Going Forward https://t.co/mKZChxsJvf $NFLX')
('2017-04-18 17:18:45', '$nflx coverd up my last sahrdses 142.4s  fun times')
('2017-04-18 17:18:43', 'Someone put the whammy on  $nflx _Ù÷â')
('2017-04-18 17:18:03', 'On The Fly: Top stock stories at midday $GS $JNJ $NFLX $UNH $GNC $CAB $SNV $COF $CUDA $CAH $MDT https://t.co/0iQ5ibEjRb')
('2017-04-18 17:17:44'," ""If there's anything about $NFLX I would take issue with it's the lowering of guidance for next Q"")"
('2017-04-18 17:17:27', 'Covered $NFLX short at 142. https://t.co/eiT8qMvXpl')
('2017-04-18 17:17:05', '$NFLX rut roh https://t.co/2xeavll44O')
('2017-04-18 17:16:08', 'RT @egudenas1: $NFLX whoa flash crash to 140')
('2017-04-18 17:16:04', 'RT @alex: $NFLX off 3.3% ouchies')
('2017-04-18 17:15:56'," ""RT @330amFreefall: I guess Billy Madison isn't so bullish $NFLX"")"
('2017-04-18 17:15:42'," ""$NFLX #Netflix's Q2 Guidance Upside Helps Offset Q1 Subscriber Miss - https://t.co/zH4RHC0BgV"")"
('2017-04-18 17:15:36'," ""'Netflix ( $NFLX)' SUDDEN FALL to 142.45 today -3.26%. StochRSI: 61.47 Trend: +--+- https://t.co/aR3pC3hBf9"")"
('2017-04-18 17:15:12', 'RT @zerofiltertruth: Loving this $NFLX action as silly staged/taped conference call &amp; no end #hemorrhaging tens $Bs cash #ComesToRoost \n\n$Q‰Û_')
('2017-04-18 17:15:01', '4 Major Keys For Netflix Going Forward https://t.co/vvSDGNwSkp $NFLX')
('2017-04-18 17:14:58', 'RT @TradeWithMrX: With #Fresh leaders like $DY &amp; $TSLA why the hell would you want to put #money into $NFLX or $NVDA at this stage? #study')
('2017-04-18 17:14:57'," ""$NFLX #Netflix's #Q117Results ‰ÛÒ 2017 On Track -https://t.co/VwkNWCiJVL"")"
('2017-04-18 17:14:53', 'RT @Osirustwits: $NFLX could have sold more &amp; closer to the money took the high IV trade low risk #Option #Trade #LowHangingFruit @Ascend_T‰Û_')
('2017-04-18 17:14:30', 'RT @kunal00: $nflx breaking through lows like a man! https://t.co/hyJC1PqOv2')
('2017-04-18 17:14:08', '$NFLX Cowen &amp; Company reiterates Outperform rating $170 PT https://t.co/EDrdd2m9Z4')
('2017-04-18 17:13:10', 'With #Fresh leaders like $DY &amp; $TSLA why the hell would you want to put #money into $NFLX or $NVDA at this stage? #study')
